Step; Train Loss Accum; Val Loss Accum ; lr;  norm ;  dt (s);  Tokens/s;
6660; 4.952; 4.837; 0.0004719; 0.9192; 0.9352; 8759.775692967014;
6670; 4.957; 4.836; 0.0004715; 0.9129; 0.9356; 8755.458728119787;
6680; 4.961; 4.839; 0.0004711; 0.8888; 0.9399; 8715.792819258295;
6690; 4.957; 4.833; 0.0004707; 0.9099; 0.93; 8808.825086576335;
6700; 4.957; 4.826; 0.0004703; 0.936; 0.9267; 8840.366710259921;
6710; 4.94; 4.817; 0.0004699; 0.8967; 0.9355; 8756.942623239105;
6720; 4.942; 4.82; 0.0004695; 0.8925; 0.931; 8799.233151747465;
6730; 4.957; 4.828; 0.0004692; 0.9479; 0.9276; 8830.973814523979;
6740; 4.958; 4.827; 0.0004688; 1.307; 0.9289; 8819.361461047694;
6750; 4.976; 4.844; 0.0004684; 0.8962; 0.9381; 8732.457023073584;
6760; 4.957; 4.826; 0.000468; 0.9904; 0.9401; 8713.66868736052;
6770; 4.952; 4.824; 0.0004676; 1.815; 0.9411; 8704.761274157734;
6780; 4.96; 4.831; 0.0004672; 1.048; 0.9417; 8699.145843708377;
6790; 4.944; 4.815; 0.0004668; 1.15; 0.9323; 8787.113014488617;
6800; 4.944; 4.816; 0.0004664; 1.093; 0.9426; 8690.657135536585;
6810; 4.959; 4.83; 0.000466; 0.8576; 0.9398; 8716.902819239336;
6820; 4.935; 4.81; 0.0004656; 1.013; 0.9381; 8732.119697026685;
6830; 4.944; 4.809; 0.0004652; 1.033; 0.9329; 8780.94203358557;
6840; 4.958; 4.823; 0.0004648; 1.451; 0.9434; 8683.451017735502;
6850; 4.967; 4.829; 0.0004644; 1.045; 0.9358; 8753.752312781391;
6860; 4.947; 4.816; 0.000464; 1.042; 0.9268; 8838.863504888166;
6870; 4.948; 4.811; 0.0004636; 1.089; 0.9394; 8720.544365092075;
6880; 4.942; 4.804; 0.0004632; 0.8919; 0.9353; 8758.543115888184;
6890; 4.937; 4.807; 0.0004628; 0.9702; 0.9404; 8711.461660022733;
6900; 4.928; 4.8; 0.0004624; 1.042; 0.9271; 8836.433532720384;
6910; 4.929; 4.803; 0.000462; 1.092; 0.9402; 8713.392471581723;
6920; 4.921; 4.799; 0.0004616; 0.9743; 0.9505; 8618.504935862384;
6930; 4.925; 4.807; 0.0004612; 0.9149; 0.9293; 8814.854417312137;
6940; 4.916; 4.799; 0.0004607; 0.8223; 0.9291; 8817.28158470031;
6950; 4.911; 4.786; 0.0004603; 1.451; 0.9255; 8851.418779886002;
6960; 4.913; 4.79; 0.0004599; 1.413; 0.9476; 8644.718333257435;
6970; 4.919; 4.796; 0.0004595; 0.8388; 0.9375; 8737.86223063351;
6980; 4.929; 4.804; 0.0004591; 0.8979; 0.9411; 8704.441520198208;
6990; 4.929; 4.804; 0.0004587; 1.043; 0.9357; 8755.385104316265;
7000; 4.931; 4.805; 0.0004583; 0.8802; 0.939; 8724.257624515858;
7010; 4.96; 4.833; 0.0004579; 1.709; 0.942; 8696.191177955645;
7020; 4.953; 4.825; 0.0004575; 0.8393; 0.9271; 8836.058585880406;
7030; 4.924; 4.804; 0.0004571; 0.9265; 0.9434; 8683.681445970335;
7040; 4.919; 4.789; 0.0004567; 0.7938; 0.9428; 8688.615543029962;
7050; 4.911; 4.776; 0.0004563; 0.8913; 0.9426; 8690.509862640336;
7060; 4.919; 4.79; 0.0004559; 0.9407; 0.9321; 8788.432321521976;
7070; 4.918; 4.789; 0.0004555; 0.8642; 0.9351; 8760.65791308117;
7080; 4.922; 4.787; 0.0004551; 0.8801; 0.94; 8714.846668004171;
7090; 4.944; 4.822; 0.0004546; 1.034; 0.9398; 8717.05541105948;
7100; 4.92; 4.799; 0.0004542; 0.9571; 0.9444; 8674.081860125074;
7110; 4.918; 4.799; 0.0004538; 1.024; 0.9342; 8768.587995977035;
7120; 4.926; 4.8; 0.0004534; 0.8917; 0.9399; 8716.241649746476;
7130; 4.912; 4.789; 0.000453; 0.9803; 0.9315; 8793.947580404703;
7140; 4.9; 4.775; 0.0004526; 0.8898; 0.9469; 8650.973699681528;
7150; 4.94; 4.815; 0.0004522; 0.9547; 0.9534; 8592.25664935949;
7160; 4.92; 4.795; 0.0004518; 0.963; 0.9294; 8814.587578314718;
7170; 4.903; 4.783; 0.0004514; 0.9097; 0.9411; 8704.465776571686;
7180; 4.905; 4.78; 0.0004509; 0.8552; 0.9486; 8635.62568751263;
7190; 4.922; 4.785; 0.0004505; 1.021; 0.9256; 8850.59797835966;
7200; 4.908; 4.776; 0.0004501; 0.8875; 0.9303; 8805.885730717244;
7210; 4.903; 4.779; 0.0004497; 0.8821; 0.9417; 8698.84852495672;
7220; 4.92; 4.789; 0.0004493; 1.008; 0.9369; 8743.385377060093;
7230; 4.914; 4.777; 0.0004489; 0.9112; 0.9355; 8756.79309523136;
7240; 4.907; 4.776; 0.0004485; 0.8461; 0.9249; 8857.549963432682;
7250; 4.895; 4.773; 0.000448; 1.19; 0.9401; 8714.340517223889;
7260; 4.908; 4.78; 0.0004476; 1.34; 0.9246; 8860.034973165699;
7270; 4.908; 4.78; 0.0004472; 0.8622; 0.9471; 8649.830342204596;
7280; 4.911; 4.785; 0.0004468; 1.075; 0.9362; 8750.727013185531;
7290; 4.918; 4.795; 0.0004464; 1.571; 0.9314; 8795.032552362967;
7300; 4.909; 4.789; 0.000446; 1.009; 0.9416; 8699.835260933745;
7310; 4.895; 4.774; 0.0004455; 0.9376; 0.9363; 8749.042491489607;
7320; 4.89; 4.773; 0.0004451; 0.9546; 0.9431; 8686.476087233514;
7330; 4.937; 4.812; 0.0004447; 1.214; 0.9344; 8767.258980321232;
7340; 4.903; 4.787; 0.0004443; 1.019; 0.9426; 8690.718683897489;
7350; 4.889; 4.775; 0.0004439; 0.9721; 0.9351; 8760.476987637589;
7360; 4.898; 4.783; 0.0004434; 0.9779; 0.9341; 8769.787588307916;
7370; 4.945; 4.824; 0.000443; 1.238; 0.9433; 8684.159897932543;
7380; 4.911; 4.802; 0.0004426; 0.8593; 0.9428; 8689.164854639988;
7390; 4.895; 4.779; 0.0004422; 0.9344; 0.9484; 8637.583823160465;
7400; 4.899; 4.776; 0.0004418; 1.067; 0.9495; 8628.087997123279;
7410; 4.944; 4.82; 0.0004413; 1.204; 0.9512; 8612.033068854682;
7420; 4.9; 4.78; 0.0004409; 0.9424; 0.948; 8641.03334267189;
7430; 4.897; 4.773; 0.0004405; 1.118; 0.928; 8827.899449562405;
7440; 4.897; 4.778; 0.0004401; 1.331; 0.9442; 8675.893172580636;
7450; 4.893; 4.769; 0.0004397; 0.867; 0.9462; 8657.584960884351;
7460; 4.885; 4.762; 0.0004392; 0.9445; 0.9427; 8690.197748523591;
7470; 4.919; 4.801; 0.0004388; 0.9528; 0.9406; 8708.948910574685;
7480; 4.904; 4.784; 0.0004384; 1.068; 0.9448; 8670.43743598375;
7490; 4.886; 4.765; 0.000438; 1.257; 0.936; 8752.595005735337;
7500; 4.879; 4.757; 0.0004375; 0.8635; 0.9368; 8744.82066949289;
7510; 4.912; 4.792; 0.0004371; 0.9982; 0.9367; 8745.245784510005;
7520; 4.886; 4.766; 0.0004367; 0.9748; 0.9282; 8826.005980460883;
7530; 4.88; 4.761; 0.0004363; 0.9222; 0.9347; 8764.24445898361;
7540; 4.888; 4.763; 0.0004358; 0.9267; 0.9585; 8546.720237797635;
7550; 4.892; 4.768; 0.0004354; 0.9773; 0.9407; 8708.770114598758;
7560; 4.882; 4.759; 0.000435; 0.9726; 0.9489; 8633.167335725479;
7570; 4.883; 4.764; 0.0004346; 0.9952; 0.9484; 8637.903026984603;
7580; 4.866; 4.749; 0.0004341; 0.9173; 0.9481; 8640.387977497603;
7590; 4.868; 4.753; 0.0004337; 1.012; 0.9302; 8806.445456777607;
7600; 4.866; 4.749; 0.0004333; 0.9476; 0.9331; 8779.739387958583;
7610; 4.864; 4.746; 0.0004329; 0.898; 0.9452; 8666.938170914029;
7620; 4.877; 4.76; 0.0004324; 0.9253; 0.9371; 8742.297539085568;
7630; 4.869; 4.752; 0.000432; 1.035; 0.9353; 8758.63911939829;
7640; 4.874; 4.759; 0.0004316; 1.241; 0.9425; 8691.382582346798;
7650; 4.871; 4.759; 0.0004312; 0.8638; 0.9369; 8743.403176251148;
7660; 4.858; 4.745; 0.0004307; 0.9722; 0.9356; 8756.154868915337;
7670; 4.854; 4.739; 0.0004303; 1.036; 0.9376; 8737.342293839363;
7680; 4.885; 4.768; 0.0004299; 0.9952; 0.9431; 8686.445342983216;
7690; 4.865; 4.75; 0.0004294; 1.004; 0.9369; 8743.329755055125;
7700; 4.865; 4.749; 0.000429; 1.028; 0.9382; 8731.409622107;
7710; 4.869; 4.754; 0.0004286; 1.322; 0.9547; 8580.31391502278;
7720; 4.851; 4.743; 0.0004281; 0.8482; 0.9409; 8706.898715900043;
7730; 4.857; 4.742; 0.0004277; 1.112; 0.9556; 8572.303506762466;
7740; 4.862; 4.749; 0.0004273; 0.9771; 0.9406; 8709.366129737085;
7750; 4.866; 4.747; 0.0004269; 0.8603; 0.9265; 8841.965990595947;
7760; 4.884; 4.763; 0.0004264; 0.9825; 0.9351; 8760.753962958252;
7770; 4.867; 4.742; 0.000426; 0.8779; 0.9291; 8817.54632403549;
7780; 4.852; 4.737; 0.0004256; 0.8857; 0.9415; 8701.30256351037;
7790; 4.859; 4.733; 0.0004251; 0.9283; 0.9405; 8710.06158384905;
7800; 4.871; 4.744; 0.0004247; 1.094; 0.9428; 8689.098933579477;
7810; 4.862; 4.736; 0.0004243; 1.015; 0.9363; 8749.017986040168;
7820; 4.862; 4.738; 0.0004238; 1.084; 0.9364; 8748.63705534319;
7830; 4.86; 4.74; 0.0004234; 1.042; 0.9405; 8710.319923664974;
7840; 4.866; 4.746; 0.000423; 1.067; 0.9312; 8796.901492642779;
7850; 4.879; 4.753; 0.0004225; 0.962; 0.9399; 8715.812717167695;
7860; 4.866; 4.749; 0.0004221; 1.333; 0.9363; 8749.042491489607;
7870; 4.867; 4.749; 0.0004217; 0.9146; 0.9455; 8664.413893831375;
7880; 4.869; 4.748; 0.0004212; 1.133; 0.9442; 8676.342284814467;
7890; 4.895; 4.769; 0.0004208; 0.9675; 0.9416; 8700.416835181553;
7900; 4.867; 4.745; 0.0004204; 0.9058; 0.9446; 8672.113709540028;
7910; 4.857; 4.739; 0.0004199; 0.9893; 0.946; 8659.742944813881;
7920; 4.852; 4.731; 0.0004195; 0.9187; 0.9388; 8725.722097856316;
7930; 4.849; 4.73; 0.000419; 0.8873; 0.9428; 8688.925346238357;
7940; 4.852; 4.732; 0.0004186; 1.011; 0.9394; 8720.867516678532;
7950; 4.853; 4.735; 0.0004182; 0.9564; 0.9329; 8780.762513320744;
7960; 4.854; 4.728; 0.0004177; 1.262; 0.948; 8641.663590251244;
7970; 4.858; 4.728; 0.0004173; 1.084; 0.9477; 8644.02892501273;
7980; 4.857; 4.733; 0.0004169; 1.206; 0.9423; 8693.599242770608;
7990; 4.862; 4.736; 0.0004164; 1.042; 0.9301; 8807.39128466623;
8000; 4.856; 4.725; 0.000416; 1.058; 0.9452; 8667.005942342279;
8010; 4.856; 4.725; 0.0004155; 0.8753; 0.9406; 8709.0460373919;
8020; 4.857; 4.728; 0.0004151; 1.04; 0.9418; 8698.320008465484;
8030; 4.858; 4.722; 0.0004147; 0.9841; 0.9351; 8760.88352194279;
8040; 4.861; 4.729; 0.0004142; 0.9029; 0.9457; 8662.107269771737;
8050; 4.852; 4.718; 0.0004138; 1.293; 0.9409; 8706.934017865062;
8060; 4.864; 4.733; 0.0004134; 0.9541; 0.9446; 8672.494572203737;
8070; 4.879; 4.734; 0.0004129; 0.9753; 0.9316; 8793.607737614764;
8080; 4.862; 4.727; 0.0004125; 0.9692; 0.9484; 8638.157104033266;
8090; 4.851; 4.723; 0.000412; 1.023; 0.9441; 8676.798016947663;
8100; 4.85; 4.727; 0.0004116; 0.9964; 0.9378; 8735.223191736559;
8110; 4.842; 4.714; 0.0004112; 0.9892; 0.9371; 8741.732593045079;
8120; 4.855; 4.725; 0.0004107; 1.035; 0.9403; 8712.552883139078;
8130; 4.855; 4.723; 0.0004103; 1.118; 0.9409; 8706.746479454989;
8140; 4.851; 4.717; 0.0004098; 1.143; 0.9305; 8804.033274169575;
8150; 4.846; 4.715; 0.0004094; 1.142; 0.9445; 8673.492853780104;
8160; 4.828; 4.704; 0.0004089; 1.08; 0.9377; 8736.571390358627;
8170; 4.833; 4.703; 0.0004085; 1.024; 0.9368; 8745.047689123912;
8180; 4.84; 4.71; 0.0004081; 1.045; 0.9437; 8681.007036823314;
8190; 4.843; 4.719; 0.0004076; 0.9814; 0.942; 8696.74364912675;
8200; 4.843; 4.711; 0.0004072; 1.053; 0.9434; 8683.185491792736;
8210; 4.834; 4.703; 0.0004067; 0.9006; 0.949; 8631.935431827415;
8220; 4.837; 4.703; 0.0004063; 0.9247; 0.9337; 8774.080608776701;
8230; 4.839; 4.704; 0.0004059; 1.185; 0.9406; 8709.118883926534;
8240; 4.837; 4.702; 0.0004054; 1.436; 0.9403; 8712.228138378417;
8250; 4.841; 4.712; 0.000405; 0.9873; 0.9476; 8644.953235629857;
8260; 4.828; 4.703; 0.0004045; 1.018; 0.9521; 8603.928882327105;
8270; 4.848; 4.716; 0.0004041; 1.186; 0.9588; 8543.57076932755;
8280; 4.836; 4.7; 0.0004036; 0.9118; 0.9548; 8580.054659060092;
8290; 4.83; 4.694; 0.0004032; 0.9175; 0.9478; 8643.065677485925;
8300; 4.845; 4.707; 0.0004027; 1.122; 0.9369; 8743.897132712807;
8310; 4.836; 4.699; 0.0004023; 1.095; 0.9477; 8644.002829699772;
8320; 4.829; 4.694; 0.0004019; 1.093; 0.9495; 8628.12699614845;
8330; 4.835; 4.702; 0.0004014; 1.039; 0.9434; 8683.075775070234;
8340; 4.849; 4.71; 0.000401; 1.173; 0.9402; 8713.041150414203;
8350; 4.851; 4.716; 0.0004005; 1.228; 0.9454; 8665.449653001078;
8360; 4.837; 4.702; 0.0004001; 0.9357; 0.942; 8696.415679685995;
8370; 4.825; 4.702; 0.0003996; 0.9529; 0.9401; 8713.814536356107;
8380; 4.816; 4.692; 0.0003992; 1.326; 0.9479; 8642.374359016925;
8390; 4.82; 4.693; 0.0003987; 0.9164; 0.9519; 8605.999842205438;
8400; 4.824; 4.696; 0.0003983; 1.034; 0.9396; 8718.32721734808;
8410; 4.827; 4.697; 0.0003978; 1.278; 0.9487; 8635.308822206283;
8420; 4.828; 4.71; 0.0003974; 1.009; 0.94; 8715.02350309581;
8430; 4.844; 4.718; 0.0003969; 1.016; 0.9444; 8674.684086857576;
8440; 4.827; 4.703; 0.0003965; 1.049; 0.9508; 8615.876997639894;
8450; 4.826; 4.701; 0.000396; 1.854; 0.9397; 8717.502159856256;
8460; 4.82; 4.696; 0.0003956; 0.9392; 0.9367; 8745.604159640561;
8470; 4.813; 4.69; 0.0003951; 1.008; 0.9412; 8703.64334042093;
8480; 4.825; 4.694; 0.0003947; 0.9343; 0.9323; 8787.281558051101;
8490; 4.824; 4.692; 0.0003942; 1.145; 0.9441; 8677.1420387752;
8500; 4.825; 4.694; 0.0003938; 1.013; 0.9381; 8733.0096727206;
8510; 4.88; 4.746; 0.0003934; 1.154; 0.9486; 8635.586620670172;
8520; 4.85; 4.727; 0.0003929; 1.34; 0.9472; 8649.066094622409;
8530; 4.856; 4.724; 0.0003925; 1.059; 0.9316; 8793.81479102246;
8540; 4.838; 4.705; 0.000392; 0.9545; 0.9397; 8717.31195427588;
8550; 4.818; 4.69; 0.0003916; 0.9787; 0.9361; 8751.663138890919;
8560; 4.825; 4.701; 0.0003911; 0.9571; 0.944; 8678.08002028605;
8570; 4.883; 4.745; 0.0003907; 1.21; 0.9418; 8698.115225589463;
8580; 4.835; 4.712; 0.0003902; 0.9469; 0.9321; 8788.827966079367;
8590; 4.819; 4.699; 0.0003898; 0.9238; 0.9355; 8756.99172310161;
8600; 4.818; 4.697; 0.0003893; 1.057; 0.9397; 8718.028586014309;
8610; 4.826; 4.701; 0.0003889; 0.9708; 0.9494; 8628.170328812132;
8620; 4.879; 4.747; 0.0003884; 1.377; 0.9434; 8683.826292834701;
8630; 4.855; 4.726; 0.0003879; 1.01; 0.9408; 8707.558468684609;
8640; 4.835; 4.708; 0.0003875; 0.9186; 0.9468; 8652.629381339842;
8650; 4.834; 4.703; 0.000387; 1.088; 0.9483; 8638.895532430048;
8660; 4.835; 4.698; 0.0003866; 0.9665; 0.9458; 8661.327751322211;
8670; 4.838; 4.707; 0.0003861; 1.003; 0.9363; 8749.750981107676;
8680; 4.842; 4.705; 0.0003857; 0.9877; 0.9408; 8707.77031687047;
8690; 4.822; 4.688; 0.0003852; 1.005; 0.9366; 8746.445677565782;
8700; 4.823; 4.687; 0.0003848; 0.9882; 0.9361; 8750.74707092234;
8710; 4.833; 4.695; 0.0003843; 1.057; 0.9366; 8746.641609740513;
8720; 4.83; 4.696; 0.0003839; 1.047; 0.9347; 8764.456838802658;
8730; 4.835; 4.693; 0.0003834; 1.01; 0.9396; 8718.959940946106;
8740; 4.818; 4.679; 0.000383; 0.9192; 0.9542; 8585.530214999706;
8750; 4.814; 4.675; 0.0003825; 1.209; 0.9388; 8726.267246762989;
8760; 4.826; 4.688; 0.0003821; 1.426; 0.9516; 8608.550582634947;
8770; 4.823; 4.687; 0.0003816; 1.331; 0.9473; 8648.056014459176;
8780; 4.816; 4.681; 0.0003812; 0.9708; 0.93; 8808.98543045271;
8790; 4.819; 4.691; 0.0003807; 1.175; 0.9364; 8748.59695930471;
8800; 4.833; 4.695; 0.0003803; 1.118; 0.9493; 8629.385987387841;
8810; 4.82; 4.682; 0.0003798; 1.271; 0.9417; 8699.319839663935;
8820; 4.831; 4.694; 0.0003793; 1.051; 0.9451; 8667.709953411966;
8830; 4.818; 4.685; 0.0003789; 1.11; 0.9406; 8709.675206742293;
8840; 4.812; 4.683; 0.0003784; 1.02; 0.9355; 8756.378014392069;
8850; 4.813; 4.686; 0.000378; 1.173; 0.9442; 8675.781449442231;
8860; 4.806; 4.674; 0.0003775; 1.215; 0.9434; 8683.690224430622;
8870; 4.814; 4.675; 0.0003771; 0.9976; 0.9375; 8737.891117825357;
8880; 4.814; 4.68; 0.0003766; 0.9423; 0.9379; 8734.261716163312;
8890; 4.81; 4.68; 0.0003762; 1.1; 0.9414; 8702.243571979068;
8900; 4.815; 4.683; 0.0003757; 0.9351; 0.9433; 8684.241108315755;
8910; 4.801; 4.674; 0.0003753; 1.07; 0.9371; 8741.590255952964;
8920; 4.799; 4.671; 0.0003748; 0.9842; 0.9435; 8682.92217631672;
8930; 4.798; 4.673; 0.0003743; 1.001; 0.9505; 8618.487641556476;
8940; 4.795; 4.668; 0.0003739; 1.408; 0.9345; 8766.039951607825;
8950; 4.791; 4.669; 0.0003734; 1.618; 0.9395; 8719.136943005695;
8960; 4.808; 4.682; 0.000373; 0.932; 0.9444; 8673.987701322743;
8970; 4.798; 4.677; 0.0003725; 1.142; 0.95; 8623.073061776407;
8980; 4.785; 4.662; 0.0003721; 0.9683; 0.9424; 8692.602925148934;
8990; 4.782; 4.667; 0.0003716; 1.125; 0.9373; 8739.600246216456;
9000; 4.788; 4.666; 0.0003711; 0.9617; 0.9406; 8709.469888857091;
9010; 4.776; 4.659; 0.0003707; 1.506; 0.9289; 8818.987961579103;
9020; 4.771; 4.658; 0.0003702; 1.169; 0.9462; 8657.449713591443;
9030; 4.76; 4.643; 0.0003698; 1.226; 0.94; 8714.669840088649;
9040; 4.765; 4.65; 0.0003693; 2.043; 0.9462; 8657.947095407977;
9050; 4.801; 4.679; 0.0003689; 1.379; 0.9391; 8723.154609191573;
9060; 4.798; 4.679; 0.0003684; 1.038; 0.9359; 8752.873712596847;
9070; 4.788; 4.664; 0.0003679; 1.141; 0.9393; 8721.755200094223;
9080; 4.768; 4.653; 0.0003675; 1.057; 0.9504; 8619.229197234099;
9090; 4.757; 4.65; 0.000367; 1.226; 0.9458; 8661.8364967596;
9100; 4.754; 4.648; 0.0003666; 1.113; 0.9399; 8715.560683694777;
9110; 4.754; 4.643; 0.0003661; 1.083; 0.9376; 8737.022363489343;
9120; 4.753; 4.642; 0.0003657; 0.9134; 0.9426; 8690.854972656227;
9130; 4.741; 4.628; 0.0003652; 1.002; 0.9361; 8751.478126741522;
9140; 4.745; 4.626; 0.0003647; 1.109; 0.9436; 8681.491774628172;
9150; 4.741; 4.625; 0.0003643; 1.204; 0.9406; 8709.410282251933;
9160; 4.754; 4.635; 0.0003638; 1.054; 0.9302; 8806.456742308965;
9170; 4.747; 4.627; 0.0003634; 0.9918; 0.9329; 8781.0295523762;
9180; 4.757; 4.634; 0.0003629; 1.043; 0.938; 8733.307111523096;
9190; 4.752; 4.632; 0.0003624; 1.185; 0.9506; 8617.495496973195;
9200; 4.746; 4.632; 0.000362; 1.031; 0.9365; 8747.423199279834;
9210; 4.738; 4.624; 0.0003615; 1.179; 0.9377; 8736.40478644718;
9220; 4.743; 4.622; 0.0003611; 1.334; 0.9391; 8723.331781604293;
9230; 4.742; 4.62; 0.0003606; 1.187; 0.9411; 8704.49664851527;
9240; 4.755; 4.629; 0.0003602; 1.039; 0.9551; 8576.981206133438;
9250; 4.739; 4.614; 0.0003597; 1.034; 0.9311; 8797.784449055038;
9260; 4.742; 4.611; 0.0003592; 1.213; 0.939; 8724.543390841445;
9270; 4.73; 4.603; 0.0003588; 1.041; 0.9441; 8677.494853822496;
9280; 4.729; 4.603; 0.0003583; 0.9911; 0.95; 8623.529707859394;
9290; 4.73; 4.605; 0.0003579; 0.946; 0.9445; 8673.125039093728;
9300; 4.749; 4.626; 0.0003574; 1.221; 0.9375; 8738.47779135581;
9310; 4.747; 4.62; 0.0003569; 1.062; 0.9429; 8688.384852864016;
9320; 4.742; 4.618; 0.0003565; 1.079; 0.9366; 8746.136211672363;
9330; 4.739; 4.613; 0.000356; 1.05; 0.9384; 8729.994254827323;
9340; 4.74; 4.614; 0.0003556; 1.048; 0.9391; 8723.460236103925;
9350; 4.725; 4.606; 0.0003551; 1.069; 0.9417; 8699.45199314166;
9360; 4.729; 4.609; 0.0003546; 1.061; 0.9425; 8691.837697161522;
9370; 4.724; 4.601; 0.0003542; 1.203; 0.9335; 8775.94513715456;
9380; 4.721; 4.593; 0.0003537; 1.182; 0.9389; 8724.67852717367;
9390; 4.709; 4.586; 0.0003533; 1.254; 0.9413; 8702.752726976156;
9400; 4.72; 4.595; 0.0003528; 1.159; 0.9452; 8667.10213586669;
9410; 4.718; 4.592; 0.0003523; 0.9262; 0.95; 8622.893446475791;
9420; 4.71; 4.587; 0.0003519; 1.038; 0.9512; 8612.639663312408;
9430; 4.702; 4.586; 0.0003514; 1.154; 0.9352; 8759.833757688813;
9440; 4.708; 4.592; 0.000351; 1.151; 0.9453; 8665.720651961732;
9450; 4.715; 4.605; 0.0003505; 1.046; 0.9406; 8708.895933223854;
9460; 4.703; 4.591; 0.00035; 1.046; 0.9352; 8759.992322965734;
9470; 4.71; 4.592; 0.0003496; 1.088; 0.9397; 8718.110431085426;
9480; 4.706; 4.585; 0.0003491; 1.098; 0.955; 8577.632123127405;
9490; 4.704; 4.582; 0.0003487; 1.423; 0.949; 8632.53615793943;
9500; 4.705; 4.585; 0.0003482; 0.9489; 0.9336; 8775.044148308569;
9510; 4.733; 4.617; 0.0003477; 1.48; 0.9429; 8688.075088196265;
9520; 4.718; 4.6; 0.0003473; 1.036; 0.9425; 8691.69917891149;
9530; 4.709; 4.585; 0.0003468; 1.265; 0.9369; 8743.808127426451;
9540; 4.707; 4.586; 0.0003463; 1.018; 0.9411; 8704.490033080354;
9550; 4.698; 4.576; 0.0003459; 0.9647; 0.9398; 8716.524679926573;
9560; 4.697; 4.576; 0.0003454; 0.9798; 0.9406; 8708.98202174626;
9570; 4.701; 4.575; 0.000345; 1.25; 0.9439; 8678.566623281922;
9580; 4.694; 4.58; 0.0003445; 1.067; 0.9399; 8715.982958550823;
9590; 4.726; 4.607; 0.000344; 1.169; 0.9381; 8732.101943746131;
9600; 4.699; 4.581; 0.0003436; 1.098; 0.948; 8641.494066346859;
9610; 4.697; 4.578; 0.0003431; 0.9311; 0.9386; 8728.120375820077;
9620; 4.694; 4.575; 0.0003427; 0.9839; 0.9513; 8611.748150064112;
9630; 4.698; 4.579; 0.0003422; 1.422; 0.9438; 8680.175870392568;
9640; 4.7; 4.58; 0.0003417; 1.36; 0.936; 8752.398806750607;
9650; 4.689; 4.573; 0.0003413; 1.236; 0.9362; 8750.504155629767;
9660; 4.69; 4.572; 0.0003408; 0.9591; 0.941; 8705.453787395289;
9670; 4.694; 4.576; 0.0003403; 0.9597; 0.9417; 8699.269181895357;
9680; 4.681; 4.568; 0.0003399; 0.979; 0.9316; 8793.889062555587;
9690; 4.7; 4.579; 0.0003394; 0.989; 0.9375; 8738.300003178974;
9700; 4.708; 4.594; 0.000339; 1.27; 0.9411; 8704.278344472159;
9710; 4.694; 4.571; 0.0003385; 1.128; 0.9431; 8686.574909512048;
9720; 4.684; 4.566; 0.000338; 0.9612; 0.9371; 8741.49462582251;
9730; 4.681; 4.563; 0.0003376; 0.9508; 0.9479; 8642.685221247886;
9740; 4.677; 4.559; 0.0003371; 0.9884; 0.9466; 8653.88681556704;
9750; 4.683; 4.568; 0.0003367; 1.556; 0.948; 8641.107229010198;
9760; 4.681; 4.57; 0.0003362; 1.241; 0.9394; 8720.008783014024;
9770; 4.683; 4.577; 0.0003357; 1.032; 0.9348; 8763.57385343857;
9780; 4.68; 4.574; 0.0003353; 1.047; 0.9416; 8700.033516146837;
9790; 4.682; 4.574; 0.0003348; 1.153; 0.9405; 8710.31109128151;
9800; 4.677; 4.57; 0.0003343; 0.9449; 0.9356; 8755.92727224541;
9810; 4.689; 4.577; 0.0003339; 1.167; 0.9389; 8725.445117395715;
9820; 4.698; 4.587; 0.0003334; 1.425; 0.9357; 8755.215551175083;
9830; 4.701; 4.587; 0.000333; 1.05; 0.9312; 8797.270871210405;
9840; 4.701; 4.584; 0.0003325; 0.9791; 0.9328; 8782.582740048652;
9850; 4.688; 4.572; 0.000332; 1.01; 0.9426; 8690.479089829785;
9860; 4.686; 4.572; 0.0003316; 0.9803; 0.9386; 8727.572778503387;
9870; 4.68; 4.568; 0.0003311; 0.9792; 0.9405; 8710.679858528963;
9880; 4.676; 4.562; 0.0003306; 0.9382; 0.9442; 8676.326948508031;
9890; 4.682; 4.562; 0.0003302; 1.285; 0.9424; 8692.589730421412;
9900; 4.691; 4.576; 0.0003297; 1.213; 0.941; 8705.786850513205;
9910; 4.692; 4.579; 0.0003293; 1.129; 0.9459; 8660.129269796334;
9920; 4.685; 4.567; 0.0003288; 1.0; 0.9345; 8765.910240069394;
9930; 4.688; 4.573; 0.0003283; 0.9778; 0.9436; 8682.079674101155;
9940; 4.699; 4.575; 0.0003279; 1.025; 0.9354; 8757.313117617014;
9950; 4.693; 4.575; 0.0003274; 0.9737; 0.9449; 8669.549229966085;
9960; 4.687; 4.567; 0.000327; 0.9596; 0.9366; 8746.211906342529;
9970; 4.685; 4.563; 0.0003265; 1.528; 0.9329; 8781.56592358446;
9980; 4.688; 4.566; 0.000326; 1.017; 0.9324; 8786.191757282417;
9990; 4.682; 4.563; 0.0003256; 0.969; 0.941; 8705.56186468677;
10000; 4.689; 4.57; 0.0003251; 1.307; 0.9331; 8779.283994369564;
10010; 4.683; 4.566; 0.0003246; 4.433; 0.9298; 8810.182548064706;
10020; 4.683; 4.563; 0.0003242; 0.9762; 0.9371; 8741.610271826461;
10030; 4.674; 4.556; 0.0003237; 1.251; 0.9452; 8667.202704107114;
